,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
6399,AUDI A3,S3 Sportback 2.0 TFSI quattro S-Tronic,2010,Madrid,105000,2010-02-01,12,Negro,C,17990,46020.0,4302.0,1765.0,1402.0,2.5780000000000003,302/0,2.055,Berlina,5.0,5.0,Gasolina,1.984,4,Turbo,Tracción total permanente,Automática secuencial,6.0,195.0,,350.0,250.0,5.6,11.2,6.8,8.4,195.0,6000.0,Vendedor profesional,2020-11-04
6400,AUDI A7,Sportback 3.0TDI S line quattro ed. S-T,2015,Barcelona,118000,2015-06-01,0,Negro,C,29990,77825.0,4974.0,1911.0,1420.0,2.9139999999999997,535/1.390,2.44,Coupe,5.0,4.0,Diesel,2.967,6,Turbo,Tracción total permanente,Automática secuencial,7.0,200.0,,580.0,250.0,5.7,6.1,5.0,5.4,142.0,7300.0,Vendedor profesional,2020-11-04
6401,AUDI A7,Sportback 3.0BiTDI quattro Tiptronic,2015,Girona,91224,2015-11-01,24,Gris,C,45900,76347.0,4974.0,1911.0,1420.0,2.9139999999999997,535/1.390,2.505,Coupe,5.0,4.0,Diesel,2.967,6,Turbo,Tracción total permanente,Automática secuencial,8.0,235.0,,650.0,250.0,5.2,7.5,5.6,6.2,164.0,7300.0,Vendedor profesional,2020-11-04
6402,AUDI A1,Sportback 1.0 TFSI Adrenalin,2020,Toledo,28589,2020-11-01,0,Blanco Glaciar (metalizado) - Arcos/techo Negro Brillante Metalizado,C,16800,20992.0,3973.0,1746.0,1422.0,2.469,270/920,1.58,Berlina,5.0,5.0,Gasolina,999.0,3,Turbo,Tracción delantera,Manual,5.0,70.0,,160.0,186.0,11.1,5.0,3.7,4.3,98.0,4500.0,Vendedor profesional,2020-11-05
6403,AUDI A4,2.0TDI Advanced edition S tronic 110kW,2018,Girona,110,2018-12-01,24,Gris,C,31900,40887.0,4726.0,1842.0,1427.0,2.82,480/965,2.065,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,110.0,,320.0,219.0,8.7,4.8,3.6,4.0,106.0,4000.0,Vendedor profesional,2020-11-04
6404,AUDI Q5,2.0TDI CD quattro S-Tronic 190,2015,Barcelona,106000,2015-03-01,12,Gris Metalizado,C,22450,48455.0,4629.0,1898.0,1655.0,2.807,540/1.560,2.47,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,7.0,140.0,,400.0,210.0,8.4,6.5,5.3,5.7,149.0,7500.0,Vendedor profesional,2020-11-05
6405,AUDI Q3,35 TFSI Advanced,2020,Girona,24,2020-01-01,24,Gris,C,35800,40948.0,4484.0,1856.0,1616.0,2.68,530/1.525,1.985,Todo Terreno,5.0,5.0,Gasolina,1.495,4,Turbo,Tracción delantera,Manual,6.0,110.0,,250.0,211.0,9.6,6.6,4.9,6.1,132.0,6000.0,Vendedor profesional,2020-11-04
6406,AUDI A5,Sportback 2.0TDI Multitronic,2011,Sevilla,221000,2011-11-01,12,Blanco,B,13990,38990.0,4711.0,1854.0,1391.0,2.8089999999999997,480/0,2.085,Berlina,5.0,4.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,8.0,105.0,,320.0,205.0,9.7,7.5,4.8,5.8,152.0,6500.0,Vendedor profesional,2020-11-05
6407,AUDI A4,Avant 2.0TDI Design ed. S-T 110kW,2016,Girona,119040,2016-05-01,24,Gris,C,23900,45260.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.095,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,110.0,,320.0,215.0,9.2,5.5,2.9,4.1,112.0,4000.0,Vendedor profesional,2020-11-04
6408,AUDI Q3,2.0TDI Sport edition quattro 110kW,2015,Girona,77040,2015-04-01,12,Negro,C,23900,37866.0,4388.0,1831.0,1590.0,2.603,460/1.365,2.165,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Todo terreno tracción total permanente,Manual,6.0,110.0,,340.0,204.0,9.3,5.8,4.4,5.0,132.0,6400.0,Vendedor profesional,2020-11-05
6409,AUDI Q5,2.0TDI quattro-ultra S tronic 140kW,2018,Girona,9000,2018-05-01,24,Gris,C,44500,50345.0,4663.0,1893.0,1659.0,2.819,550/1.550,2.44,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,7.0,140.0,,400.0,218.0,7.9,5.3,4.7,4.9,129.0,7000.0,Vendedor profesional,2020-11-05
6410,AUDI A4,2.0TDI Design edition 110kW,2016,Girona,42602,2016-09-01,24,Azul,C,22900,40487.0,4726.0,1842.0,1427.0,2.82,480/965,2.03,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,320.0,221.0,8.9,4.6,3.4,3.8,106.0,4000.0,Vendedor profesional,2020-11-05
6411,AUDI A1,Sportback 30 TFSI S line,2019,Girona,17298,2019-04-01,24,Rojo,C,22900,25366.0,4030.0,1740.0,1410.0,2.469,335/920,1.655,Berlina,5.0,5.0,Gasolina,999.0,3,Turbo,Tracción delantera,Manual,6.0,85.0,,200.0,203.0,9.5,5.9,4.1,4.9,111.0,4000.0,Vendedor profesional,2020-11-05
6413,AUDI A1,Sportback 30 TFSI S line,2019,Girona,22269,2019-01-01,24,Blanco,C,23500,25366.0,4030.0,1740.0,1410.0,2.469,335/920,1.655,Berlina,5.0,5.0,Gasolina,999.0,3,Turbo,Tracción delantera,Manual,6.0,85.0,,200.0,203.0,9.5,5.9,4.1,4.9,111.0,4000.0,Vendedor profesional,2020-11-05
6414,AUDI A4,Avant 2.0TDI Sport edition S tronic 110kW,2016,Navarra,97000,2016-04-01,12,Gris Metalizado,C,21900,43700.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.095,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,110.0,,320.0,215.0,9.2,5.7,3.1,4.4,116.0,4000.0,Vendedor profesional,2020-11-05
6415,AUDI A4,Avant 2.0TDI Sport edition S tronic 140kW,2016,Orense,40477,2016-06-01,12,Negro Metalizado,C,21990,46875.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.145,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,140.0,,400.0,231.0,7.9,4.9,3.8,4.2,113.0,4000.0,Vendedor profesional,2020-11-05
6416,AUDI A4,Avant 2.0TDI S tronic 110kW,2018,Madrid,123000,2018-05-01,12,Negro,C,20900,40505.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.095,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,110.0,,320.0,215.0,9.2,5.0,3.8,4.1,106.0,4000.0,Vendedor profesional,2020-11-04
6417,AUDI Q2,1.4 TFSI COD Design edition 110kW,2018,Barcelona,39682,2018-08-01,12,Naranja,C,21999,31334.0,4191.0,1794.0,1508.0,2.6010000000000004,405/1.050,1.825,Todo Terreno,5.0,5.0,Gasolina,1.395,4,Turbo,Tracción delantera,Manual,6.0,110.0,,250.0,212.0,8.5,6.7,4.9,5.6,128.0,5000.0,Vendedor profesional,2020-11-05
6418,AUDI A4,Avant 2.0TDI CD S line ed. 150 (4.75),2016,Pontevedra,72928,2016-05-01,0,Blanco  Metalizado,C,19800,36965.0,4699.0,1826.0,1436.0,2.8080000000000003,490/1.430,2.165,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,320.0,208.0,9.5,5.4,4.1,4.9,125.0,6300.0,Vendedor profesional,2020-11-05
6419,AUDI Q7,3.0TDI sport quattro tiptronic 200kW,2016,Barcelona,47000,2016-01-01,12,Blanco,C,41900,75054.0,5052.0,1968.0,1741.0,2.9939999999999998,890/2.075,2.765,Todo Terreno,5.0,5.0,Diesel,2.967,6,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,8.0,200.0,,600.0,234.0,6.3,6.2,5.4,5.9,154.0,7500.0,Vendedor profesional,2020-11-05
6420,AUDI TT,Roadster 1.8 TFSI,2017,Barcelona,37240,2017-03-01,12,Vegasgelb uni,C,29900,40777.0,4177.0,1832.0,1355.0,2.505,280/0,1.62,Roadster,2.0,2.0,Gasolina,1.798,4,Turbo,Tracción delantera,Manual,6.0,132.0,,250.0,237.0,7.2,7.5,5.0,5.9,138.0,5000.0,Vendedor profesional,2020-11-05
6421,AUDI A4,Avant 2.0TDI ultra S tronic 110kW,2016,Pontevedra,125014,2016-08-01,12,Plata Metalizado,C,15950,40707.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.095,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,110.0,,320.0,215.0,9.2,5.0,2.7,3.9,102.0,4000.0,Vendedor profesional,2020-11-05
6422,AUDI Q7,3.0TDI design quattro Tip. 272 (9.75),2016,Girona,81406,2016-11-01,12,Blanco,C,42500,80387.0,5052.0,1968.0,1741.0,2.9939999999999998,890/2.075,2.765,Todo Terreno,5.0,7.0,Diesel,2.967,6,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,8.0,200.0,,600.0,234.0,6.3,6.5,5.8,6.2,163.0,7500.0,Vendedor profesional,2020-11-05
6423,AUDI Q3,2.0TDI Black line competition 110kW,2018,Zaragoza,28000,2018-05-01,12,Blanco Metalizado,C,23900,40390.0,4388.0,1831.0,1590.0,2.603,460/1.365,2.085,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,340.0,204.0,9.6,5.3,4.1,4.8,126.0,6400.0,Vendedor profesional,2020-11-05
6424,AUDI A3,1.6TDI 81kW,2016,Barcelona,97049,2016-01-01,12,Azul,C,13454,25044.0,4241.0,1777.0,1424.0,2.602,365/1.100,1.795,Berlina,3.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,81.0,,250.0,200.0,10.5,4.6,3.5,3.9,101.0,5000.0,Vendedor profesional,2020-11-05
6425,AUDI A4,2.0TDI CD quattro S-Tronic 190,2015,Girona,141000,2015-01-01,0,Blanco,C,16000,43565.0,4701.0,1826.0,1427.0,2.8080000000000003,480/962,2.205,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción total permanente,Automática secuencial,7.0,140.0,,400.0,235.0,7.3,5.9,4.5,5.0,132.0,6100.0,Vendedor particular,2020-11-05
6426,AUDI A3,Sportback 1.6TDI Ambition 105,2012,Murcia,179473,2012-01-01,12,Blanco,B,7800,28132.0,4310.0,1785.0,1425.0,2.636,380/1.220,1.82,Berlina,5.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,77.0,,250.0,195.0,10.9,4.6,3.3,3.8,99.0,5000.0,Vendedor profesional,2020-11-05
6427,AUDI A3,Sportback 35 TFSI Black line S tronic 110kW,2019,Barcelona,8900,2019-05-01,24,Blanco,C,29990,36097.0,4313.0,1785.0,1426.0,2.637,380/1.220,1.8,Berlina,5.0,5.0,Gasolina,1.495,4,Turbo,Tracción delantera,Automática secuencial,7.0,110.0,,250.0,220.0,8.2,6.4,4.3,5.0,117.0,5000.0,Vendedor profesional,2020-11-05
6428,AUDI A3,Sportback 2.0TDI Black line Ed. Q. S-T 135kW,2016,Madrid,40000,2016-11-01,0,Negro Metalizado,C,22000,43873.0,4313.0,1785.0,1426.0,2.637,380/1.220,1.95,Berlina,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción total permanente,Automática secuencial,6.0,135.0,,380.0,214.0,8.3,5.6,4.1,4.5,131.0,5000.0,Vendedor particular,2020-11-05
6430,AUDI A4,Avant 2.0TDI Sport ed. S tronic 110kW (4.75),2017,Madrid,22000,2017-02-01,12,Rojo,C,26490,46452.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.095,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,110.0,,320.0,215.0,9.2,5.7,3.1,4.6,121.0,4000.0,Vendedor profesional,2020-11-05
6431,AUDI Q8,RS TFSI quattro tiptronic,2020,Málaga,10000,2020-01-01,36,Negro Orca Metalizado,ECO,160900,160466.0,5012.0,1998.0,1694.0,2.998,605/1.755,3.015,Coupe,5.0,5.0,Gasolina,3.9960000000000004,8,Turbo,Todo terreno tracción total permanente,Automática secuencial,8.0,441.0,,800.0,250.0,3.8,17.0,9.2,12.1,276.0,8500.0,Vendedor profesional,2020-10-28
6432,AUDI A4,Avant 2.0TDI Advanced ed. S-T 110kW,2016,Barcelona,98603,2016-04-01,12,Gris plomo,C,18990,42927.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.095,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,110.0,,320.0,215.0,9.2,5.5,2.9,4.1,109.0,4000.0,Vendedor profesional,2020-11-06
6433,AUDI A4,Avant 2.0TDI Sport edition 110kW,2016,Sevilla,88000,2016-06-01,24,Rojo Metalizado,C,16990,41365.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.095,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,320.0,215.0,9.2,4.8,3.6,4.0,111.0,4000.0,Vendedor profesional,2020-11-06
6434,AUDI A3,Cabrio 35 TFSI S line S tronic 110kW,2019,Islas Baleares,18841,2019-03-01,12,Negro,C,28600,44755.0,4423.0,1793.0,1409.0,2.595,320/0,1.895,Convertible,2.0,4.0,Gasolina,1.495,4,Turbo,Tracción delantera,Automática secuencial,7.0,110.0,,250.0,222.0,8.9,6.4,4.5,5.2,121.0,5000.0,Vendedor profesional,2020-11-06
6435,Turbo,3.0 TFSI quattro S-Tronic,2015,Barcelona,83541,2015-08-01,12,Negro,C,26990,65633.0,4933.0,1874.0,1455.0,2.912,530/995,2.36,Berlina,4.0,5.0,Gasolina,2.995,6,Turbo,Tracción total permanente,Automática secuencial,7.0,245.0,,440.0,250.0,5.1,9.8,6.0,7.4,172.0,7500.0,Vendedor profesional,2020-11-06
6436,AUDI A4 Allroad,quattro 2.0TDI S-Tronic 140kW,2017,Barcelona,108933,2017-05-01,12,Azul,C,27790,49635.0,4750.0,1842.0,1493.0,2.818,505/1.510,2.245,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo,Todo terreno tracción total permanente,Automática secuencial,7.0,140.0,,400.0,220.0,7.8,5.5,4.6,4.9,128.0,5800.0,Vendedor profesional,2020-11-06
6437,AUDI A5,Cabrio 2.0TDI quattro 190,2015,Barcelona,46878,2015-04-01,12,Gris plomo,C,27990,52285.0,4626.0,1854.0,1383.0,2.7510000000000003,320/380,2.275,Convertible,2.0,4.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción total permanente,Manual,6.0,140.0,,400.0,231.0,7.9,6.0,4.6,5.1,134.0,6300.0,Vendedor profesional,2020-11-06
6438,AUDI A1,Sportback 1.0 TFSI Adrenalin,2017,Islas Baleares,47934,2017-03-01,12,Blanco,C,13150,20992.0,3973.0,1746.0,1422.0,2.469,270/920,1.58,Berlina,5.0,5.0,Gasolina,999.0,3,Turbo,Tracción delantera,Manual,5.0,70.0,,160.0,186.0,11.1,5.0,3.7,4.3,98.0,4500.0,Vendedor profesional,2020-11-06
6439,AUDI Q3,1.4 TFSI Ambiente S-Tronic,2014,Barcelona,81916,2014-06-01,12,Plata,C,19990,35542.0,4385.0,1831.0,1590.0,2.603,460/1.365,2.005,Todo Terreno,5.0,5.0,Gasolina,1.395,4,Turbo,Tracción delantera,Automática secuencial,6.0,110.0,,250.0,200.0,8.9,7.7,5.4,6.2,145.0,6400.0,Vendedor profesional,2020-11-06
6440,AUDI A3,Sportback 35 TFSI S tronic,2020,Islas Baleares,2841,2020-07-01,18,Negro,ECO,24550,31253.0,4343.0,1816.0,1449.0,2.636,380/1.200,1.87,Berlina,5.0,5.0,Gasolina,1.4980000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,110.0,,250.0,224.0,8.4,6.2,4.0,4.8,109.0,5000.0,Vendedor profesional,2020-11-06
6441,AUDI A3,Cabrio 1.6TDI CD Ambition,2016,Islas Baleares,58824,2016-06-01,12,Gris,C,17250,36542.0,4421.0,1793.0,1409.0,2.595,320/0,1.96,Convertible,2.0,4.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,81.0,,250.0,224.0,8.9,4.8,3.7,4.2,112.0,5000.0,Vendedor profesional,2020-11-06
6442,AUDI A1,Sportback 1.6TDI Ambition S-Tronic,2014,Barcelona,45166,2014-01-01,12,Blanco,C,11900,23550.0,3954.0,1746.0,1422.0,2.469,270/920,1.675,Berlina,5.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,66.0,,230.0,182.0,11.6,5.1,3.7,4.2,110.0,4500.0,Vendedor profesional,2020-11-06
6443,AUDI A3,1.6TDI 81kW,2016,Sevilla,97049,2016-01-01,12,Azul,C,13454,25044.0,4241.0,1777.0,1424.0,2.602,365/1.100,1.795,Berlina,3.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,81.0,,250.0,200.0,10.5,4.6,3.5,3.9,101.0,5000.0,Vendedor profesional,2020-11-06
6444,AUDI Q5,2.0TDI Advanced 110kW,2018,Sevilla,93000,2018-01-01,0,Blanco Metalizado,C,27800,43953.0,4663.0,1893.0,1659.0,2.819,550/1.550,2.32,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,320.0,206.0,9.7,5.2,4.0,4.5,120.0,6500.0,Vendedor profesional,2020-11-06
6445,AUDI A4,2.0TDI 110kW,2017,Sevilla,51399,2017-03-01,12,Negro,C,17817,35965.0,4726.0,1842.0,1427.0,2.82,480/965,2.03,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,320.0,221.0,8.9,4.6,3.4,3.8,99.0,4000.0,Vendedor profesional,2020-11-06
6446,AUDI A1,Sportback 1.0 TFSI Active Kit,2017,Málaga,54643,2017-09-01,0,Blanco,C,12400,21518.0,3973.0,1746.0,1422.0,2.469,270/920,1.58,Berlina,5.0,5.0,Gasolina,999.0,3,Turbo,Tracción delantera,Manual,5.0,70.0,,160.0,186.0,11.1,5.0,3.7,4.3,98.0,4500.0,Vendedor profesional,2020-11-06
6447,AUDI A4,Avant 2.0TDI Advanced ed. S-T 110kW,2016,Barcelona,40566,2016-03-01,12,Gris,C,21900,42927.0,4725.0,1842.0,1431.0,2.82,505/1.510,2.095,Stationwagon,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,110.0,,320.0,215.0,9.2,5.5,2.9,4.1,109.0,4000.0,Vendedor profesional,2020-11-05
6448,Turbo de geometría variable,2.0TDI,2007,Vizcaya,133000,2007-05-01,12,Negro,B,6990,31610.0,4586.0,1772.0,1427.0,2.642,460/833,1.98,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,103.0,,320.0,212.0,9.7,7.8,4.5,5.7,151.0,7000.0,Vendedor profesional,2020-11-06
6449,AUDI Q3,2.0TDI Sport edition 110kW,2015,Pontevedra,79900,2015-03-01,12,gris plomo Metalizado,C,21900,34927.0,4388.0,1831.0,1590.0,2.603,460/1.365,2.085,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,340.0,204.0,9.6,5.3,4.1,4.6,119.0,6400.0,Vendedor profesional,2020-11-06
6450,AUDI A1,Sportback 1.0 TFSI Adrenalin,2016,Madrid,69763,2016-06-01,12,Gris,C,11999,20992.0,3973.0,1746.0,1422.0,2.469,270/920,1.58,Berlina,5.0,5.0,Gasolina,999.0,3,Turbo,Tracción delantera,Manual,5.0,70.0,,160.0,186.0,11.1,5.0,3.7,4.3,98.0,4500.0,Vendedor profesional,2020-11-06
6452,AUDI A6,2.0TDI S line edition S-T 110kW,2015,Murcia,148000,2015-08-01,12,Negro Metalizado,C,27000,47579.0,4933.0,1874.0,1455.0,2.912,530/995,2.24,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo,Tracción delantera,Automática secuencial,7.0,110.0,,350.0,214.0,9.6,4.7,3.9,4.2,110.0,7300.0,Vendedor profesional,2020-10-14
6453,AUDI A5,Cabrio 3.0TDI quattro S-Tronic 245,2013,Madrid,130000,2013-01-01,12,Azul Metalizado,B,18600,61125.0,4626.0,1854.0,1383.0,2.7510000000000003,320/380,2.345,Convertible,2.0,4.0,Diesel,2.967,6,Turbo de geometría variable,Tracción total permanente,Automática secuencial,7.0,180.0,,500.0,250.0,6.3,7.0,5.2,5.9,154.0,6300.0,Vendedor profesional,2020-09-09
6454,AUDI Q8,50 TDI quattro tiptronic,2018,Barcelona,30950,2018-08-01,12,Azul Galaxia Metalizado,ECO,78400,86310.0,4986.0,1995.0,1705.0,2.9939999999999998,605/1.755,2.89,Coupe,5.0,5.0,Diesel,2.967,6,Turbo,Todo terreno tracción total permanente,Automática secuencial,8.0,210.0,,620.0,245.0,6.3,7.0,6.4,6.6,175.0,8500.0,Vendedor profesional,2020-11-06
6455,AUDI A1,1.6TDI Attracted 90,2013,Madrid,105875,2013-08-01,12,Negro,B,8899,19059.0,3954.0,1740.0,1416.0,2.469,270/920,1.585,Berlina,3.0,4.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,5.0,66.0,,230.0,182.0,11.4,4.4,3.4,3.8,99.0,4500.0,Vendedor profesional,2020-11-06
6456,AUDI A3,Sportback 1.6TDI CD Ambiente,2015,Sevilla,42203,2015-09-01,12,Blanco,C,17950,28452.0,4310.0,1785.0,1425.0,2.636,380/1.220,1.82,Berlina,5.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,81.0,,250.0,200.0,10.7,4.5,3.4,3.8,99.0,5000.0,Vendedor profesional,2020-11-06
6457,AUDI A3,1.6TDI Sport Edition 85kW,2017,Sevilla,141000,2017-05-01,12,Rojo,C,14990,27669.0,4241.0,1777.0,1424.0,2.602,365/1.100,1.795,Berlina,3.0,5.0,Diesel,1.598,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,85.0,,250.0,200.0,10.5,4.7,3.6,4.0,108.0,5000.0,Vendedor profesional,2020-11-07
6458,AUDI A1,Sportback 1.0 TFSI Attraction,2016,Lugo,87500,2016-06-01,12,Negro Mito (metalizado) - Contraste arcos/techo Plata Florete,C,11400,18945.0,3973.0,1746.0,1422.0,2.469,270/920,1.58,Berlina,5.0,5.0,Gasolina,999.0,3,Turbo,Tracción delantera,Manual,5.0,70.0,,160.0,186.0,11.1,5.0,3.7,4.2,97.0,4500.0,Vendedor profesional,2020-11-07
6459,AUDI Q7,3.0TDI quattro tiptronic 200kW,2016,Navarra,75000,2016-03-01,0,Blanco Glaciar (metalizado) Metalizado,C,50900,68797.0,5052.0,1968.0,1741.0,2.9939999999999998,890/2.075,2.765,Todo Terreno,5.0,5.0,Diesel,2.967,6,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,8.0,200.0,,600.0,234.0,6.3,6.2,5.4,5.9,154.0,7500.0,Vendedor profesional,2020-11-07
6460,AUDI TT,Coupé 2.0 TFSI,2006,Girona,140100,2006-11-01,12,-,C,9900,36610.0,4178.0,1842.0,1352.0,2.468,290/700,1.66,Coupe,2.0,4.0,Gasolina,1.984,4,Turbo,Tracción delantera,Manual,6.0,147.0,,280.0,240.0,6.6,10.7,6.0,7.7,183.0,5500.0,Vendedor profesional,2020-11-07
6461,AUDI A4,2.0TDI Advanced edition S tronic 110kW,2015,Madrid,141000,2015-02-01,12,Blanco,C,14490,40887.0,4726.0,1842.0,1427.0,2.82,480/965,2.065,Berlina,4.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Automática secuencial,7.0,110.0,,320.0,219.0,8.7,4.8,3.6,4.0,106.0,4000.0,Vendedor profesional,2020-11-07
6462,AUDI A6,Avant 3.0TDI Advanced edition S-T 160kW,2015,Madrid,149000,2015-10-01,12,Negro Metalizado,C,18990,58609.0,4943.0,1874.0,1461.0,2.912,565/1.680,2.39,Stationwagon,5.0,5.0,Diesel,2.967,6,Turbo,Tracción delantera,Automática secuencial,7.0,160.0,,400.0,234.0,7.3,5.5,4.4,4.5,119.0,7300.0,Vendedor profesional,2020-11-07
6463,AUDI Q2,1.6TDI Design edition S tronic 85kW,2019,Toledo,10612,2019-04-01,0,Blanco Ibis,C,28800,31990.0,4191.0,1794.0,1508.0,2.6010000000000004,405/1.050,1.88,Todo Terreno,5.0,5.0,Diesel,1.598,4,Turbo,Tracción delantera,Automática secuencial,7.0,85.0,,250.0,197.0,10.5,4.5,4.3,4.3,113.0,5000.0,Vendedor profesional,2020-11-07
6464,AUDI Q3,2.0TDI Sport edition 110kW,2017,Lugo,82000,2017-09-01,12,pintura blanco curtain,C,19850,34927.0,4388.0,1831.0,1590.0,2.603,460/1.365,2.085,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Tracción delantera,Manual,6.0,110.0,,340.0,204.0,9.6,5.3,4.1,4.6,119.0,6400.0,Vendedor profesional,2020-11-07
6465,AUDI Q3,2.0TDI Attraction quattro S tronic 110kW,2016,Guipúzcoa,119000,2016-09-01,12,Blanco Metalizado,C,22900,38660.0,4388.0,1831.0,1590.0,2.603,460/1.365,2.205,Todo Terreno,5.0,5.0,Diesel,1.9680000000000002,4,Turbo de geometría variable,Todo terreno tracción total permanente,Automática secuencial,7.0,110.0,,340.0,204.0,9.3,6.1,4.5,5.0,133.0,6400.0,Vendedor profesional,2020-11-04
6466,AUDI Q3,RS 2.5 TFSI quattro S-Tronic,2014,Barcelona,99500,2014-06-01,0,Negro,C,29990,62834.0,4410.0,1841.0,1580.0,2.603,356/1.261,2.215,Todo Terreno,5.0,5.0,Gasolina,2.48,5,Turbo,Todo terreno tracción total permanente,Automática secuencial,7.0,228.0,,450.0,250.0,5.2,12.2,6.9,8.8,206.0,6400.0,Vendedor profesional,2020-11-07
6467,AUDI Q2,1.0 TFSI Design edition S tronic 85kW,2018,Toledo,33548,2018-07-01,0,Plata Florete (metalizado) Metalizado,C,25800,31534.0,4191.0,1794.0,1508.0,2.6010000000000004,405/1.050,1.8,Todo Terreno,5.0,5.0,Gasolina,999.0,3,Turbo,Tracción delantera,Automática secuencial,7.0,85.0,,200.0,197.0,10.3,6.1,5.0,5.3,121.0,5000.0,Vendedor profesional,2020-11-07
6468,AUDI Q3,35 TFSI Advanced S tronic,2019,Toledo,1748,2019-11-01,0,Negro Mitos (metalizado) Metalizado,C,37800,42758.0,4484.0,1856.0,1616.0,2.68,530/1.525,1.985,Todo Terreno,5.0,5.0,Gasolina,1.495,4,Turbo,Tracción delantera,Automática secuencial,7.0,110.0,,250.0,207.0,9.6,6.6,4.9,5.8,134.0,6000.0,Vendedor profesional,2020-11-07
